date,symbol,open,high,low,close
2024-09-03,ETH,64.0,66.93,63.79,66.49
2024-09-02,ETH,65.62,65.69,64.47,64.49
2024-09-01,ETH,61.91,65.64,61.8,65.62
2024-08-31,ETH,63.34,63.42,61.6,61.91
2024-08-30,ETH,62.86,64.75,61.65,63.34
2024-08-29,ETH,62.68,64.46,61.56,62.86
2024-08-28,ETH,64.29,64.86,62.62,62.68
2024-08-27,ETH,61.04,66.66,58.81,64.29
2024-08-26,ETH,62.35,62.53,60.94,61.04
2024-08-25,ETH,62.54,63.1,61.95,62.35
2024-08-24,ETH,62.66,62.7,61.28,62.54
2024-08-23,ETH,62.24,63.11,61.0,62.66
2024-08-22,ETH,63.55,64.15,62.19,62.24
2024-08-21,ETH,64.91,65.21,63.51,63.55
2024-08-20,ETH,64.4,65.39,64.11,64.91
2024-08-19,ETH,65.94,66.09,64.24,64.4
2024-08-18,ETH,64.66,67.0,64.55,66.78
2024-08-17,ETH,64.67,64.96,63.52,64.66
2024-08-16,ETH,66.73,66.74,64.62,64.67
2024-08-15,ETH,69.1,69.24,65.62,66.73
2024-08-14,ETH,72.03,72.24,68.87,69.1
2024-08-13,ETH,73.43,73.56,71.94,72.03
2024-08-12,ETH,74.26,75.18,72.95,73.43
2024-08-11,ETH,71.68,74.61,70.99,74.26
2024-08-10,ETH,71.35,72.28,71.14,71.68
2024-08-09,ETH,70.72,72.49,68.99,71.35
2024-08-08,ETH,75.57,75.75,70.72,70.72
2024-08-07,ETH,73.04,76.1,70.64,76.02
2024-08-06,ETH,76.22,76.36,72.91,73.04
2024-08-05,ETH,68.27,90.4,68.15,76.22
2024-08-04,ETH,59.69,73.09,59.41,68.27
2024-08-03,ETH,56.76,60.0,56.76,59.69
2024-08-02,ETH,54.92,56.85,53.2,56.76
2024-08-01,ETH,54.87,55.08,53.43,54.92
2024-07-31,ETH,56.23,56.25,54.59,54.87
2024-07-30,ETH,57.89,57.89,55.34,56.23
2024-07-29,ETH,59.35,62.74,57.89,57.89
2024-07-28,ETH,61.44,61.5,58.52,59.35
2024-07-27,ETH,62.88,63.75,61.44,61.44
2024-07-26,ETH,64.93,66.32,62.79,62.88
2024-07-25,ETH,62.76,65.56,62.69,64.93
2024-07-24,ETH,65.35,65.35,62.42,62.76
2024-07-23,ETH,68.61,69.68,65.03,65.34
2024-07-22,ETH,70.97,70.97,68.12,68.61
2024-07-21,ETH,67.93,71.05,66.83,70.97
2024-07-20,ETH,66.46,67.97,65.57,67.93
2024-07-19,ETH,64.84,67.04,63.79,66.46
2024-07-18,ETH,67.05,67.07,63.85,64.84
2024-07-17,ETH,64.69,69.34,64.68,67.05
2024-07-16,ETH,64.61,65.32,63.74,64.69
2024-07-15,ETH,60.17,64.73,59.89,64.61
2024-07-14,ETH,58.5,60.18,58.5,60.17
2024-07-13,ETH,57.98,58.5,56.85,58.5
2024-07-12,ETH,60.72,60.91,57.86,57.98
2024-07-11,ETH,61.55,61.92,60.57,60.72
2024-07-10,ETH,63.07,63.67,61.53,61.55
2024-07-09,ETH,65.23,66.07,63.07,63.07
2024-07-08,ETH,62.72,68.14,62.49,65.23
2024-07-07,ETH,62.13,64.63,61.69,62.72
2024-07-06,ETH,62.53,64.75,61.76,62.13
2024-07-05,ETH,59.25,70.72,59.25,62.53
2024-07-04,ETH,57.93,60.69,57.65,59.25
2024-07-03,ETH,55.59,58.18,55.46,57.93
2024-07-02,ETH,59.98,59.98,56.31,56.37
2024-07-01,ETH,58.31,60.04,57.43,59.98
2024-06-30,ETH,57.12,58.49,56.65,58.31
2024-06-29,ETH,58.09,58.09,56.35,57.12
2024-06-28,ETH,61.35,61.58,57.64,58.09
2024-06-27,ETH,59.83,61.65,58.23,61.35
2024-06-26,ETH,61.76,61.8,59.54,59.83
2024-06-25,ETH,64.01,64.4,61.76,61.76
2024-06-24,ETH,62.75,65.09,62.5,64.01
2024-06-23,ETH,62.83,66.15,62.35,66.06
2024-06-22,ETH,62.71,63.04,62.35,62.83
2024-06-21,ETH,64.14,64.14,61.54,62.71
2024-06-20,ETH,65.95,67.2,64.14,64.14
2024-06-19,ETH,64.26,67.69,63.59,65.95
2024-06-18,ETH,61.69,64.64,60.45,64.26
2024-06-17,ETH,63.23,63.71,61.66,61.69
2024-06-16,ETH,62.98,63.87,62.87,63.23
2024-06-15,ETH,61.06,64.39,61.04,62.98
2024-06-14,ETH,60.39,61.12,57.28,61.06
2024-06-13,ETH,62.65,62.65,59.63,60.39
2024-06-12,ETH,64.86,65.76,62.61,62.65
2024-06-11,ETH,62.54,65.03,61.94,64.86
2024-06-10,ETH,63.03,63.65,62.23,62.54
2024-06-09,ETH,61.95,63.38,61.95,63.03
2024-06-08,ETH,61.6,62.91,61.44,61.95
2024-06-07,ETH,62.85,64.26,61.55,62.08
2024-06-06,ETH,67.91,67.96,62.82,62.85
2024-06-05,ETH,64.84,68.26,63.91,67.91
2024-06-04,ETH,64.2,66.17,63.71,64.83
2024-06-03,ETH,67.43,68.25,64.99,65.02
2024-06-02,ETH,68.1,68.15,67.1,67.43
2024-06-01,ETH,66.78,68.54,66.06,68.1
2024-05-31,ETH,65.12,66.96,63.15,66.78
2024-05-30,ETH,67.8,67.82,64.85,65.12
2024-05-29,ETH,66.61,67.82,64.74,67.8
2024-05-28,ETH,66.91,67.13,65.7,66.61
2024-05-27,ETH,69.18,69.62,66.84,66.91
2024-05-26,ETH,65.2,69.54,65.19,69.18
2024-05-25,ETH,65.31,66.8,64.72,65.2
2024-05-24,ETH,67.48,69.85,64.91,65.31
2024-05-23,ETH,77.77,82.36,67.46,67.48
2024-05-22,ETH,79.34,81.24,77.27,77.77
2024-05-21,ETH,79.17,80.82,75.4,79.34
2024-05-20,ETH,63.69,82.16,62.78,79.17
2024-05-19,ETH,61.31,63.89,61.31,63.69
2024-05-18,ETH,60.84,62.25,60.7,61.31
2024-05-17,ETH,60.73,62.51,59.67,60.84
2024-05-16,ETH,62.31,62.32,59.68,60.73
2024-05-15,ETH,63.21,66.85,61.38,62.31
2024-05-14,ETH,63.82,63.86,62.4,63.21
2024-05-13,ETH,62.18,65.5,62.09,63.82
2024-05-12,ETH,61.61,63.26,60.57,62.18
2024-05-11,ETH,63.61,63.67,59.27,61.61
2024-05-10,ETH,61.45,64.25,59.75,63.61
2024-05-09,ETH,63.06,64.55,61.45,61.45
2024-05-08,ETH,64.45,64.65,62.35,63.06
2024-05-07,ETH,66.64,66.73,63.32,64.45
2024-05-06,ETH,69.38,69.38,66.27,66.64
2024-05-05,ETH,68.45,70.17,68.14,69.38
2024-05-04,ETH,66.18,69.52,66.18,68.45
2024-05-03,ETH,64.01,66.46,61.97,66.18
2024-05-02,ETH,73.05,74.49,63.0,64.01
2024-05-01,ETH,71.72,80.83,67.96,73.05
2024-04-30,ETH,62.56,74.93,59.09,71.72
2024-04-29,ETH,65.45,66.87,61.97,62.56
2024-04-28,ETH,67.65,67.65,62.85,65.45
2024-04-27,ETH,65.9,69.95,63.79,67.65
2024-04-26,ETH,67.12,67.2,62.72,65.9
2024-04-25,ETH,69.89,69.89,64.4,67.12
2024-04-24,ETH,70.14,72.33,69.17,69.89
2024-04-23,ETH,74.1,74.43,70.14,70.14
2024-04-22,ETH,74.47,75.01,73.6,74.1
2024-04-21,ETH,75.39,75.73,73.4,74.47
2024-04-20,ETH,76.06,76.06,71.75,75.39
2024-04-19,ETH,74.44,79.32,74.32,76.06
2024-04-18,ETH,77.39,77.69,73.25,74.44
2024-04-17,ETH,78.08,78.15,73.5,77.39
2024-04-16,ETH,74.04,79.59,73.2,78.08
2024-04-15,ETH,75.99,78.05,70.8,74.04
2024-04-14,ETH,80.22,82.23,75.96,75.99
2024-04-13,ETH,69.61,86.2,67.75,80.22
2024-04-12,ETH,71.64,71.64,68.64,69.61
2024-04-11,ETH,74.05,74.52,70.6,71.64
2024-04-10,ETH,76.76,77.23,73.78,74.05
2024-04-09,ETH,79.57,79.57,76.76,76.76
2024-04-08,ETH,79.16,82.77,75.82,79.57
2024-04-07,ETH,72.29,79.16,72.25,79.16
2024-04-06,ETH,72.91,74.13,70.71,72.29
2024-04-05,ETH,74.3,75.7,72.32,72.91
2024-04-04,ETH,75.93,75.95,72.43,74.3
2024-04-03,ETH,77.7,78.95,75.84,75.93
2024-04-02,ETH,78.68,80.18,76.72,77.7
2024-04-01,ETH,81.02,81.72,76.6,78.68
2024-03-31,ETH,79.64,81.02,78.43,81.02
2024-03-30,ETH,79.11,79.67,78.25,79.64
2024-03-29,ETH,80.41,80.45,77.23,79.11
2024-03-28,ETH,79.35,81.43,79.33,80.41
2024-03-27,ETH,78.8,79.91,77.23,79.35
2024-03-26,ETH,77.54,79.05,75.99,78.8
2024-03-25,ETH,75.67,79.26,75.29,77.54
2024-03-24,ETH,77.85,78.98,74.26,75.67
2024-03-23,ETH,76.56,78.52,75.63,77.85
2024-03-22,ETH,78.0,79.39,75.14,76.56
2024-03-21,ETH,78.17,80.7,75.97,78.0
2024-03-20,ETH,82.45,85.82,77.72,78.17
2024-03-19,ETH,75.13,82.45,73.56,82.45
2024-03-18,ETH,75.04,77.38,73.72,75.13
2024-03-17,ETH,78.79,82.59,74.87,75.04
2024-03-16,ETH,75.54,79.66,70.76,78.79
2024-03-15,ETH,72.34,80.24,70.88,75.54
2024-03-14,ETH,73.39,75.24,71.39,72.33
2024-03-13,ETH,74.43,79.9,73.39,73.39
2024-03-12,ETH,85.18,85.18,74.43,74.43
2024-03-11,ETH,80.39,87.41,78.74,85.18
2024-03-10,ETH,77.06,80.82,75.83,80.39
2024-03-09,ETH,75.16,77.71,74.18,77.06
2024-03-08,ETH,74.68,79.16,74.18,76.24
2024-03-07,ETH,78.95,79.08,73.85,74.68
2024-03-06,ETH,76.92,83.79,74.74,78.95
2024-03-05,ETH,75.57,79.4,74.81,76.92
2024-03-04,ETH,75.07,77.89,72.47,75.57
2024-03-03,ETH,68.27,75.47,68.27,75.07
2024-03-02,ETH,68.17,68.88,67.14,68.27
2024-03-01,ETH,67.36,68.46,63.81,68.17
2024-02-29,ETH,68.25,74.74,67.15,67.36
2024-02-28,ETH,62.53,75.63,60.82,68.25
2024-02-27,ETH,61.4,65.6,61.05,62.53
2024-02-26,ETH,63.16,64.03,60.5,61.4
2024-02-25,ETH,60.27,63.43,60.01,63.16
2024-02-24,ETH,58.22,61.48,58.16,60.27
2024-02-23,ETH,60.6,60.69,55.55,58.22
2024-02-22,ETH,60.26,62.68,59.33,60.6
2024-02-21,ETH,61.31,61.31,58.1,60.26
2024-02-20,ETH,61.49,61.64,59.01,61.31
2024-02-19,ETH,63.49,63.59,61.01,61.49
2024-02-18,ETH,59.05,63.84,57.75,63.49
2024-02-17,ETH,58.06,60.09,57.89,59.05
2024-02-16,ETH,59.11,59.81,57.06,58.06
2024-02-15,ETH,58.19,61.64,57.96,59.11
2024-02-14,ETH,54.03,59.76,53.45,58.19
2024-02-13,ETH,57.63,58.81,53.81,54.03
2024-02-12,ETH,51.0,57.03,50.15,56.78
2024-02-11,ETH,49.61,51.03,48.8,51.0
2024-02-10,ETH,49.39,50.26,48.61,49.61
2024-02-09,ETH,45.9,50.28,45.9,49.39
2024-02-08,ETH,45.84,46.84,45.46,45.9
2024-02-07,ETH,45.02,46.21,43.5,45.84
2024-02-06,ETH,42.29,45.28,41.9,45.02
2024-02-05,ETH,43.75,44.03,42.17,42.29
2024-02-04,ETH,42.37,44.17,42.28,43.75
2024-02-03,ETH,43.38,43.68,42.06,42.37
2024-02-02,ETH,45.77,46.05,43.3,43.38
2024-02-01,ETH,46.54,46.54,44.55,45.77
2024-01-31,ETH,48.42,49.0,46.52,46.54
2024-01-30,ETH,45.9,50.04,45.76,48.42
2024-01-29,ETH,45.52,46.32,44.5,45.9
2024-01-28,ETH,43.75,46.45,43.65,45.52
2024-01-27,ETH,43.92,43.97,41.78,43.75
2024-01-26,ETH,46.8,46.8,43.66,43.92
2024-01-25,ETH,46.37,49.0,46.05,46.8
2024-01-24,ETH,51.41,51.54,46.37,46.37
2024-01-23,ETH,47.66,55.68,45.53,51.41
2024-01-22,ETH,46.04,49.3,45.79,47.66
2024-01-21,ETH,45.33,46.51,42.71,46.04
2024-01-20,ETH,47.29,47.96,44.44,45.33
2024-01-19,ETH,47.32,48.84,45.58,47.29
2024-01-18,ETH,54.53,54.53,46.86,47.31
2024-01-17,ETH,61.58,61.58,54.53,54.53
2024-01-16,ETH,60.4,61.91,58.98,61.58
2024-01-15,ETH,65.08,65.14,61.86,62.04
2024-01-14,ETH,63.65,65.56,61.99,65.08
2024-01-13,ETH,63.99,64.97,62.92,63.65
2024-01-12,ETH,64.51,65.51,61.85,63.99
2024-01-11,ETH,69.57,69.98,64.36,64.51
2024-01-10,ETH,69.32,71.96,68.12,69.57
2024-01-09,ETH,69.84,70.76,66.14,69.32
2024-01-08,ETH,74.59,74.65,69.62,69.84
2024-01-07,ETH,73.05,74.59,72.9,74.59
2024-01-06,ETH,70.64,74.1,70.15,73.05
2024-01-05,ETH,69.48,71.34,69.45,70.64
2024-01-04,ETH,68.87,70.1,66.94,69.48
2024-01-03,ETH,68.55,78.93,66.07,68.87
2024-01-02,ETH,70.21,71.09,68.5,68.55
2024-01-01,ETH,70.15,70.86,66.07,70.21
2023-12-31,ETH,69.58,72.91,67.96,70.15
2023-12-30,ETH,66.24,70.81,65.2,69.58
2023-12-29,ETH,66.49,67.82,64.83,66.24
2023-12-28,ETH,66.96,68.34,64.95,66.49
2023-12-27,ETH,61.89,67.09,60.98,66.96
2023-12-26,ETH,59.62,62.35,59.08,61.89
2023-12-25,ETH,62.22,62.36,58.73,59.62
2023-12-24,ETH,62.06,63.19,60.53,62.22
2023-12-23,ETH,60.46,62.06,59.1,62.06
2023-12-22,ETH,58.46,61.21,58.15,60.46
2023-12-21,ETH,56.5,58.68,56.42,58.46
2023-12-20,ETH,59.13,59.15,56.45,56.54
2023-12-19,ETH,58.12,59.2,57.34,59.13
2023-12-18,ETH,57.2,59.11,56.79,58.12
2023-12-17,ETH,56.09,57.69,55.55,57.2
2023-12-16,ETH,55.29,56.14,54.68,56.09
2023-12-15,ETH,56.63,57.34,55.04,55.29
2023-12-14,ETH,57.48,58.26,56.12,56.63
2023-12-13,ETH,57.13,58.2,56.07,57.48
2023-12-12,ETH,58.45,58.72,57.09,57.13
2023-12-11,ETH,57.1,61.85,56.82,60.64
2023-12-10,ETH,56.51,57.55,55.82,57.1
2023-12-09,ETH,57.54,58.21,56.13,56.51
2023-12-08,ETH,56.75,57.82,55.46,57.54
2023-12-07,ETH,55.0,57.25,53.93,56.75
2023-12-06,ETH,57.47,58.34,54.8,55.0
2023-12-05,ETH,56.48,57.47,54.18,57.47
2023-12-04,ETH,55.64,58.26,55.35,56.48
2023-12-03,ETH,55.17,56.83,54.77,55.64
2023-12-02,ETH,51.46,55.59,50.91,55.17
2023-12-01,ETH,50.5,52.47,49.73,51.46
2023-11-30,ETH,50.17,51.76,49.54,50.5
2023-11-29,ETH,48.99,51.41,47.9,50.17
2023-11-28,ETH,50.25,51.46,48.3,48.99
2023-11-27,ETH,53.58,53.58,49.61,50.25
2023-11-26,ETH,54.35,54.41,51.42,53.58
2023-11-25,ETH,54.25,54.83,50.69,54.35
2023-11-24,ETH,54.03,55.42,51.35,54.25
2023-11-23,ETH,54.87,55.85,53.92,54.03
2023-11-22,ETH,55.37,55.89,53.8,54.87
2023-11-21,ETH,57.46,57.58,54.84,55.37
2023-11-20,ETH,57.2,59.11,55.06,57.46
2023-11-19,ETH,54.43,57.22,53.65,57.2
2023-11-18,ETH,57.22,57.62,53.15,54.43
2023-11-17,ETH,58.39,58.44,54.88,57.22
2023-11-16,ETH,63.54,65.39,58.39,58.39
2023-11-15,ETH,61.27,63.72,57.5,63.54
2023-11-14,ETH,62.47,63.44,60.95,61.27
2023-11-13,ETH,59.61,63.2,59.54,62.47
2023-11-12,ETH,58.99,59.87,57.3,59.6
2023-11-11,ETH,58.02,61.99,57.22,58.99
2023-11-10,ETH,64.58,64.7,58.0,58.02
2023-11-09,ETH,56.14,66.07,55.82,64.58
2023-11-08,ETH,55.69,56.2,54.54,56.14
2023-11-07,ETH,56.4,56.7,52.77,55.69
2023-11-06,ETH,61.06,61.46,57.2,58.1
2023-11-05,ETH,58.79,61.6,56.88,61.06
2023-11-04,ETH,55.39,58.87,55.29,58.79
2023-11-03,ETH,56.46,56.49,52.45,55.39
2023-11-02,ETH,55.87,58.69,55.45,56.46
2023-11-01,ETH,51.68,56.5,51.56,55.87
2023-10-31,ETH,50.31,51.68,49.58,51.68
2023-10-30,ETH,49.93,52.93,48.53,50.31
2023-10-29,ETH,46.05,50.0,46.02,49.93
2023-10-28,ETH,43.84,46.09,43.84,46.05
2023-10-27,ETH,50.89,50.9,43.07,43.84
2023-10-26,ETH,49.59,58.86,49.49,50.89
2023-10-25,ETH,50.66,52.64,48.55,49.59
2023-10-24,ETH,48.48,55.0,47.46,50.66
2023-10-23,ETH,45.52,52.6,42.61,48.48
2023-10-22,ETH,41.61,46.9,40.24,45.52
2023-10-21,ETH,38.43,42.18,36.89,41.61
2023-10-20,ETH,34.63,41.29,33.8,38.43
2023-10-19,ETH,34.75,36.27,33.68,34.63
2023-10-18,ETH,35.39,35.86,34.26,34.75
2023-10-17,ETH,36.91,37.95,35.37,35.39
2023-10-16,ETH,37.46,39.31,35.53,36.91
2023-10-15,ETH,36.76,37.64,36.64,37.46
2023-10-14,ETH,36.92,37.39,35.19,36.76
2023-10-13,ETH,36.51,37.3,36.1,36.92
2023-10-12,ETH,36.78,40.44,35.93,36.51
2023-10-11,ETH,36.55,37.55,35.26,36.78
2023-10-10,ETH,37.28,37.67,35.63,36.55
2023-10-09,ETH,35.75,39.03,35.47,37.28
2023-10-08,ETH,33.74,35.96,32.99,35.75
2023-10-07,ETH,34.34,34.88,33.4,33.74
2023-10-06,ETH,34.93,35.7,33.19,34.34
2023-10-05,ETH,34.81,35.84,34.35,34.93
2023-10-04,ETH,36.91,37.33,34.75,34.81
2023-10-03,ETH,35.49,37.0,34.68,36.91
2023-10-02,ETH,36.32,39.75,36.03,36.43
2023-10-01,ETH,35.16,37.22,34.66,36.32
2023-09-30,ETH,34.74,35.75,33.92,35.16
2023-09-29,ETH,38.57,39.06,33.96,34.74
2023-09-28,ETH,32.49,38.57,32.39,38.57
2023-09-27,ETH,34.81,36.1,32.36,32.49
2023-09-26,ETH,35.93,36.38,34.81,34.81
2023-09-25,ETH,35.34,36.42,34.08,35.93
2023-09-24,ETH,34.43,36.4,34.18,35.34
2023-09-23,ETH,33.32,35.1,32.78,34.43
2023-09-22,ETH,35.6,35.93,32.44,33.32
2023-09-21,ETH,35.84,38.07,34.64,35.6
2023-09-20,ETH,37.78,38.3,35.13,35.84
2023-09-19,ETH,37.4,37.99,36.45,37.78
2023-09-18,ETH,35.69,38.99,35.43,37.4
2023-09-17,ETH,36.54,36.55,34.77,35.69
2023-09-16,ETH,37.04,37.07,35.98,36.54
2023-09-15,ETH,37.97,38.17,36.67,37.04
2023-09-14,ETH,39.13,40.25,37.77,37.97
2023-09-13,ETH,39.57,40.43,38.21,39.13
2023-09-12,ETH,41.61,41.97,37.53,39.57
2023-09-11,ETH,38.76,43.36,38.04,41.61
2023-09-10,ETH,36.17,39.56,35.93,38.76
2023-09-09,ETH,36.94,36.98,35.52,36.17
2023-09-08,ETH,37.44,39.21,36.75,36.94
2023-09-07,ETH,39.5,39.51,36.82,37.44
2023-09-06,ETH,37.23,40.24,35.37,39.5
2023-09-05,ETH,38.1,38.75,36.64,37.23
2023-09-04,ETH,39.23,39.59,37.08,38.77
2023-09-03,ETH,36.07,39.37,36.06,39.23
2023-09-02,ETH,37.65,37.73,35.65,36.07
2023-09-01,ETH,36.93,39.15,34.79,37.65
2023-08-31,ETH,36.55,38.56,35.1,36.93
2023-08-30,ETH,38.11,38.12,36.4,36.55
2023-08-29,ETH,38.08,42.26,37.37,38.11
2023-08-28,ETH,39.19,39.96,38.0,38.08
2023-08-27,ETH,39.26,40.07,38.68,39.19
2023-08-26,ETH,38.17,39.35,37.93,39.26
2023-08-25,ETH,41.42,41.59,37.78,38.17
2023-08-24,ETH,40.12,43.02,40.1,41.42
2023-08-23,ETH,43.35,43.36,37.58,40.12
2023-08-22,ETH,40.31,44.87,39.25,43.36
2023-08-21,ETH,39.09,41.19,38.49,40.31
2023-08-20,ETH,41.71,41.78,38.73,39.09
2023-08-19,ETH,42.63,44.31,39.94,41.71
2023-08-18,ETH,45.77,45.77,40.87,42.63
2023-08-17,ETH,33.71,50.65,31.03,45.77
2023-08-16,ETH,31.45,33.86,30.83,33.71
2023-08-15,ETH,32.21,32.38,31.45,31.45
2023-08-14,ETH,33.43,33.45,30.67,32.21
2023-08-13,ETH,30.71,33.48,30.51,33.43
2023-08-12,ETH,30.69,31.05,30.12,30.71
2023-08-11,ETH,33.47,33.5,30.69,30.69
2023-08-10,ETH,34.51,34.51,33.32,33.47
2023-08-09,ETH,34.65,35.58,33.55,34.51
2023-08-08,ETH,34.53,34.96,32.29,34.65
2023-08-07,ETH,34.87,35.52,33.79,34.53
2023-08-06,ETH,35.44,35.55,34.76,34.87
2023-08-05,ETH,35.2,35.46,34.84,35.44
2023-08-04,ETH,36.5,36.54,34.4,35.2
2023-08-03,ETH,37.62,37.91,35.86,36.5
2023-08-02,ETH,37.06,37.86,36.5,37.62
2023-08-01,ETH,37.77,38.14,36.03,37.06
2023-07-31,ETH,35.21,35.9,34.13,35.57
2023-07-30,ETH,33.98,35.41,33.96,35.21
2023-07-29,ETH,34.27,34.4,33.39,33.98
2023-07-28,ETH,35.59,35.92,33.92,34.27
2023-07-27,ETH,36.16,36.2,35.21,35.59
2023-07-26,ETH,37.6,38.14,35.54,36.16
2023-07-25,ETH,37.01,37.67,36.58,37.6
2023-07-24,ETH,37.15,38.85,36.83,37.01
2023-07-23,ETH,38.44,39.28,36.7,37.15
2023-07-22,ETH,38.37,38.84,36.91,38.44
2023-07-21,ETH,40.38,40.49,38.08,38.37
2023-07-20,ETH,41.55,42.53,39.99,40.38
2023-07-19,ETH,42.38,42.42,40.33,41.55
2023-07-18,ETH,43.02,43.44,42.35,42.38
2023-07-17,ETH,43.2,43.82,42.57,43.02
2023-07-16,ETH,44.9,44.9,42.45,43.2
2023-07-15,ETH,45.4,45.61,44.27,44.9
2023-07-14,ETH,46.89,48.36,45.13,45.4
2023-07-13,ETH,40.45,46.98,39.84,46.89
2023-07-12,ETH,41.59,43.11,40.27,40.45
2023-07-11,ETH,42.36,42.38,41.07,41.59
2023-07-10,ETH,42.84,43.94,41.99,42.36
2023-07-09,ETH,41.54,43.14,41.11,42.84
2023-07-08,ETH,44.13,44.76,41.54,41.54
2023-07-07,ETH,46.1,46.54,43.68,44.13
2023-07-06,ETH,44.12,47.35,43.72,46.1
2023-07-05,ETH,46.92,47.26,43.49,44.12
2023-07-04,ETH,47.85,47.92,46.92,46.92
2023-07-03,ETH,46.67,48.62,45.69,48.07
2023-07-02,ETH,44.28,46.79,43.61,46.67
2023-07-01,ETH,45.49,45.51,44.03,44.28
2023-06-30,ETH,43.27,47.11,42.62,45.49
2023-06-29,ETH,46.75,46.82,43.16,43.27
2023-06-28,ETH,47.92,48.01,45.88,46.75
2023-06-27,ETH,46.87,48.64,46.32,47.92
2023-06-26,ETH,48.5,48.5,46.42,46.87
2023-06-25,ETH,49.14,50.07,46.88,48.5
2023-06-24,ETH,50.28,50.35,47.37,49.14
2023-06-23,ETH,48.07,50.29,46.95,50.28
2023-06-22,ETH,51.21,52.36,47.46,48.06
2023-06-21,ETH,47.99,52.65,46.39,51.21
2023-06-20,ETH,45.4,49.34,45.39,47.99
2023-06-19,ETH,45.94,45.94,44.97,45.4
2023-06-18,ETH,44.88,46.24,44.59,45.94
2023-06-17,ETH,46.88,46.88,44.63,44.89
2023-06-16,ETH,47.74,48.27,45.75,46.88
2023-06-15,ETH,47.95,50.35,46.56,47.74
2023-06-14,ETH,47.27,49.63,43.83,47.95
2023-06-13,ETH,48.38,48.64,46.98,47.27
2023-06-12,ETH,44.96,48.48,44.79,48.38
2023-06-11,ETH,45.56,45.94,44.26,44.96
2023-06-10,ETH,40.86,46.72,40.69,45.56
2023-06-09,ETH,40.94,41.77,40.34,40.86
2023-06-08,ETH,41.64,42.11,40.58,40.94
2023-06-07,ETH,42.53,43.54,40.82,41.64
2023-06-06,ETH,40.35,42.68,39.6,42.53
2023-06-05,ETH,41.59,43.02,39.36,40.35
2023-06-04,ETH,42.02,42.14,40.91,41.59
2023-06-03,ETH,42.77,42.89,41.55,42.02
2023-06-02,ETH,42.3,43.58,40.5,42.77
2023-06-01,ETH,44.94,45.01,42.3,42.3
2023-05-31,ETH,43.57,46.08,42.24,42.28
2023-05-30,ETH,45.71,46.88,43.51,43.57
2023-05-29,ETH,48.02,49.47,45.38,45.71
2023-05-28,ETH,44.37,48.26,43.52,48.02
2023-05-27,ETH,46.24,46.61,44.37,44.37
2023-05-26,ETH,46.77,47.29,44.28,46.24
2023-05-25,ETH,50.45,51.15,46.65,46.77
2023-05-24,ETH,50.59,51.7,49.36,50.45
2023-05-23,ETH,48.08,51.13,47.6,50.59
2023-05-22,ETH,46.13,48.47,45.43,48.08
2023-05-21,ETH,47.17,47.93,46.06,46.13
2023-05-20,ETH,46.49,47.66,46.44,47.17
2023-05-19,ETH,47.15,47.61,45.61,46.49
2023-05-18,ETH,49.47,49.66,46.84,47.15
2023-05-17,ETH,51.18,51.78,49.33,49.47
2023-05-16,ETH,52.64,52.75,51.15,51.18
2023-05-15,ETH,51.01,52.87,50.25,52.64
2023-05-14,ETH,51.32,51.62,49.65,51.01
2023-05-13,ETH,51.97,51.97,50.41,51.32
2023-05-12,ETH,52.98,55.11,51.95,51.97
2023-05-11,ETH,51.55,54.14,50.36,52.98
2023-05-10,ETH,54.53,55.02,51.55,51.55
2023-05-09,ETH,53.22,55.24,52.31,54.53
2023-05-08,ETH,54.4,54.49,52.6,53.22
2023-05-07,ETH,51.74,54.47,50.91,54.4
2023-05-06,ETH,53.54,54.31,51.49,51.74
2023-05-05,ETH,52.57,53.65,50.95,53.54
2023-05-04,ETH,54.36,54.66,52.5,52.57
2023-05-03,ETH,54.25,55.67,53.53,54.36
2023-05-02,ETH,53.8,54.78,51.85,54.25
2023-05-01,ETH,53.56,55.94,53.22,53.8
2023-04-30,ETH,53.4,54.1,52.18,53.56
2023-04-29,ETH,53.08,53.84,52.61,53.4
2023-04-28,ETH,55.74,55.79,52.02,53.08
2023-04-27,ETH,57.56,59.32,55.56,55.74
2023-04-26,ETH,56.54,59.59,54.69,57.56
2023-04-25,ETH,59.81,59.83,56.54,56.54
2023-04-24,ETH,57.22,60.46,56.15,59.81
2023-04-23,ETH,59.33,59.98,56.94,57.22
2023-04-22,ETH,60.49,60.49,57.66,59.33
2023-04-21,ETH,58.99,61.35,57.87,60.49
2023-04-20,ETH,57.37,59.36,57.06,58.99
2023-04-19,ETH,61.21,62.22,59.82,60.02
2023-04-18,ETH,61.52,62.58,61.22,61.22
2023-04-17,ETH,64.34,64.38,61.47,61.52
2023-04-16,ETH,61.56,65.26,61.27,64.34
2023-04-15,ETH,59.52,62.01,58.97,61.56
2023-04-14,ETH,62.18,65.41,58.99,59.52
2023-04-13,ETH,61.48,63.62,59.67,62.18
2023-04-12,ETH,62.61,62.68,58.96,61.48
2023-04-11,ETH,64.04,65.05,62.52,62.61
2023-04-10,ETH,60.36,64.32,60.09,64.04
2023-04-09,ETH,57.46,60.76,56.77,60.36
2023-04-08,ETH,59.6,59.6,57.29,57.46
2023-04-07,ETH,62.65,62.65,59.35,59.6
2023-04-06,ETH,64.24,65.31,62.66,62.66
2023-04-05,ETH,65.42,65.94,63.89,64.24
